timestamp,volt_laser,volt_piezo,volt_ld
-0.01699571,1.14369,4.920386108239559,0.04714398607967067
-0.01699071,1.1429,4.921057020710891,0.047132304958964366
-0.01698571,1.14211,4.921727933182222,0.047120623838258074
-0.01698071,1.14148,4.922398845653554,0.047108942717551755
-0.01697571,1.14085,4.9230697581248855,0.04709726159684546
-0.01697071,1.14034,4.923740670596217,0.04708558047613916
-0.01696571,1.13982,4.924411583067549,0.04707389935543285
-0.01696071,1.13939,4.92508249553888,0.04706221823472655
-0.01695571,1.13899,4.925753408010212,0.04705053711402024
-0.01695071,1.13868,4.9264243204815426,0.04703885599331395
-0.01694571,1.13842,4.927095232952874,0.047027174872607644
-0.01694071,1.13816,4.927766145424206,0.04701549375190134
-0.01693571,1.13802,4.928437057895538,0.04700381263119503
-0.01693071,1.13791,4.92910797036687,0.04699213151048874
-0.01692571,1.13791,4.929778882838201,0.046980450389782435
-0.01692071,1.13791,4.930449795309533,0.046968769269076116
-0.01691571,1.13799,4.931120707780864,0.046957088148369824
-0.01691071,1.13802,4.931791620252196,0.04694540702766352
-0.01690571,1.1381,4.932462532723527,0.04693372590695721
-0.01690071,1.13816,4.9331334451948585,0.04692204478625091
-0.01689571,1.13824,4.93380435766619,0.046910363665544616
-0.01689071,1.13826,4.934475270137522,0.04689868254483831
-0.01688571,1.13834,4.935146182608854,0.046887001424132005
-0.01688071,1.1384,4.935817095080186,0.0468753203034257
-0.01687571,1.13856,4.936488007551517,0.046863639182719394
-0.01687071,1.13876,4.937158920022848,0.0468519580620131
-0.01686571,1.13909,4.93782983249418,0.0468402769413068
-0.01686071,1.13953,4.938500744965511,0.04682859582060049
-0.01685571,1.14006,4.939171657436843,0.046816914699894185
-0.01685071,1.14069,4.9398425699081745,0.046805233579187894
-0.01684571,1.14136,4.940513482379506,0.046793552458481574
-0.01684071,1.14211,4.941184394850838,0.04678187133777527
-0.01683571,1.14286,4.941855307322169,0.04677019021706898
-0.01683071,1.14359,4.942526219793501,0.04675850909636267
-0.01682571,1.14421,4.943197132264832,0.046746827975656366
-0.01682071,1.14474,4.943868044736163,0.04673514685495006
-0.01681571,1.14511,4.944538957207495,0.04672346573424377
-0.01681071,1.14539,4.945209869678827,0.04671178461353746
-0.01680571,1.14549,4.945880782150159,0.04670010349283116
-0.01680071,1.14553,4.9465516946214905,0.04668842237212485
-0.01679571,1.14547,4.947222607092822,0.046676741251418546
-0.01679071,1.14539,4.947893519564153,0.046665060130712255
-0.01678571,1.14529,4.948564432035485,0.046653379010005935
-0.01678071,1.14523,4.949235344506816,0.046641697889299644
-0.01677571,1.14525,4.949906256978148,0.04663001676859334
-0.01677071,1.14535,4.950577169449479,0.04661833564788703
-0.01676571,1.14555,4.951248081920811,0.04660665452718073
-0.01676071,1.14583,4.951918994392143,0.046594973406474435
-0.01675571,1.14618,4.952589906863475,0.04658329228576813
-0.01675071,1.14654,4.953260819334806,0.046571611165061824
-0.01674571,1.14693,4.953931731806137,0.04655993004435552
-0.01674071,1.14729,4.954602644277469,0.04654824892364921
-0.01673571,1.14766,4.9552735567488,0.04653656780294292
-0.01673071,1.14796,4.955944469220132,0.046524886682236616
-0.01672571,1.14822,4.9566153816914635,0.04651320556153031
-0.01672071,1.14841,4.957286294162795,0.046501524440824005
-0.01671571,1.14859,4.957957206634127,0.0464898433201177
-0.01671071,1.14875,4.958628119105459,0.046478162199411394
-0.01670571,1.14887,4.95929903157679,0.04646648107870509
-0.01670071,1.14901,4.959969944048121,0.046454799957998796
-0.01669571,1.14916,4.960640856519452,0.04644311883729249
-0.01669071,1.14934,4.961311768990784,0.046431437716586185
-0.01668571,1.14946,4.961982681462116,0.04641975659587988
-0.01668071,1.14954,4.962653593933448,0.04640807547517359
-0.01667571,1.1496,4.9633245064047795,0.04639639435446728
-0.01667071,1.14958,4.963995418876111,0.04638471323376096
-0.01666571,1.14948,4.964666331347442,0.04637303211305467
-0.01666071,1.14928,4.965337243818774,0.046361350992348366
-0.01665571,1.14904,4.966008156290105,0.04634966987164206
-0.01665071,1.14871,4.966679068761437,0.046337988750935755
-0.01664571,1.14837,4.967349981232768,0.04632630763022946
-0.01664071,1.14796,4.9680208937041,0.04631462650952316
-0.01663571,1.14764,4.968691806175432,0.04630294538881685
-0.01663071,1.14729,4.969362718646764,0.046291264268110546
-0.01662571,1.14707,4.9700336311180955,0.04627958314740424
-0.01662071,1.14685,4.970704543589426,0.04626790202669795
-0.01661571,1.14685,4.971375456060758,0.046256220905991643
-0.01661071,1.14689,4.972046368532089,0.04624453978528534
-0.01660571,1.14711,4.972717281003421,0.04623285866457903
-0.01660071,1.14739,4.973388193474753,0.04622117754387274
-0.01659571,1.14786,4.974059105946084,0.04620949642316642
-0.01659071,1.14841,4.974730018417416,0.04619781530246013
-0.01658571,1.14914,4.975400930888748,0.046186134181753824
-0.01658071,1.14993,4.97607184336008,0.04617445306104752
-0.01657571,1.15084,4.976742755831411,0.04616277194034121
-0.01657071,1.15183,4.977413668302742,0.04615109081963491
-0.01656571,1.15278,4.978084580774073,0.046139409698928616
-0.01656071,1.15378,4.978755493245405,0.04612772857822231
-0.01655571,1.15471,4.979426405716737,0.046116047457516005
-0.01655071,1.15562,4.9800973181880686,0.0461043663368097
-0.01654571,1.15637,4.980768230659399,0.04609268521610341
-0.01654071,1.15702,4.981439143130731,0.0460810040953971
-0.01653571,1.15752,4.982110055602063,0.04606932297469078
-0.01653071,1.15793,4.982780968073394,0.04605764185398449
-0.01652571,1.15817,4.983451880544726,0.046045960733278185
